EmployeeNumber,Age,Tenure,Turnover,HourlyRate ,HoursWeekly,CompensationType,AnnualSalary,DrivingCommuterDistance,JobRoleArea,Gender,MaritalStatus,NumCompaniesPreviouslyWorked,AnnualProfessionalDevHrs,PaycheckMethod,TextMessageOptIn
5840,56,5,No,$71.42 ,40,Salary,148553.6,57,Sales,Female,Married,2,9,Mail Check,Yes
5841,39,3,No,$90.83 ,40,Salary,288926.4,88,Sales,Female,Married,N/A,24,Mailed Check,Yes
5842,53,5,No,$39.90 ,40,Salary,82992,-2,Human Resources,Female,Single,8,N/A,Mail Check,Yes
5843,58,15,Yes,$80.65 ,40,Salary,167752,-11,Human Resources,Male,Single,3,5,Mail Check,N/A
5844,38,9,Yes,$74.38 ,40,Salary,154710.4,44,Manufacturing,Female,Married,4,N/A,Mailed Check,Yes
5845,55,12,Yes,$76.53 ,40,Salary,159282.4,9,Sales,Female,Married,N/A,19,DirectDeposit,Yes
5846,50,5,No,$33.24 ,40,Salary,69139.2,53,Research,Female,Divorced,4,6,Mail Check,N/A
5847,38,5,Yes,$27.01 ,40,Salary,56280.8,58,Human Resources,Male,Divorced,4,9,Mailed Check,Yes
5848,38,4,Yes,$27.80 ,40,Salary,57824,71,Sales,Male,Single,6,18,Mailed Check,Yes
5849,36,9,Yes,$82.51 ,40,Salary,171620.8,69,Marketing,Female,Divorced,4,13,DirectDeposit,Yes
5850,55,6,Yes,$52.40 ,40,Salary,108992,32,Healthcare,Male,Divorced,8,21,Mailed Check,Yes
5851,54,20,No,$37.85 ,40,Salary,78728,41,Information Technology,Male,Single,3,11,Mail Check,Yes
5852,24,1,No,$21.85 ,40,Salary,45448,-5,Sales,Male,Single,2,19,Direct_Deposit,Yes
5853,36,4,Yes,$48.16 ,40,Salary,100172.8,37,Healthcare,Male,Married,1,6,Mailed Check,Yes
5854,37,9,Yes,$39.90 ,40,Salary,82992,92,Healthcare,Female,Married,4,8,Mail Check,Yes
5855,50,7,Yes,$74.33 ,40,Salary,154315.2,28,Sales,Female,Married,5,6,Mail Check,Yes
5856,61,9,No,$61.28 ,40,Salary,127462.4,11,Sales,Male,Married,3,N/A,Mailed Check,Yes
5857,58,12,Yes,$40.59 ,40,Salary,84427.2,44,Human Resources,Male,Single,7,9,Mail Check,Yes
5858,51,12,Yes,$60.04 ,40,Salary,124883.2,-13,Manufacturing,Male,Divorced,4,25,Mail Check,Yes
5859,25,3,Yes,$22.00 ,40,Salary,45760,69,Information Technology,Female,Single,2,21,Mail_Check,Yes
5860,53,18,No,$60.11 ,40,Salary,125028.8,43,Marketing,Female,Married,9,6,DirectDeposit,Yes
5861,39,4,No,$28.22 ,40,Salary,58697.6,88,Human Resources,Female,Divorced,3,N/A,Mail Check,Yes
5862,55,9,Yes,$97.78 ,40,Salary,203382.4,47,Marketing,Male,Single,6,17,DirectDeposit,No
5863,39,2,Yes,$59.58 ,40,Salary,123926.4,-5,Sales,Female,Single,7,5,Mail Check,N/A
5864,48,19,Yes,$50.92 ,40,Salary,105913.6,4,Sales,Male,Single,7,12,Mail Check,N/A
5865,59,8,No,$43.42 ,40,Salary,90313.6,15,Research,Male,Divorced,N/A,23,Direct_Deposit,Yes
5866,54,18,No,$52.58 ,40,Salary,109366.4,62,Research,Female,Single,4,N/A,Direct_Deposit,N/A
5867,35,4,Yes,$27.75 ,40,Salary,57720,38,Marketing,Female,Divorced,5,10,Direct_Deposit,Yes
5868,49,20,Yes,$75.03 ,40,Salary,156062.4,73,Research,Female,Married,1,18,DirectDeposit,Yes
5869,38,9,No,$25.96 ,40,Salary,53996.8,23,Healthcare,Female,Single,5,15,Mail_Check,Yes
5870,47,5,No,$50.89 ,40,Salary,105851.2,85,Manufacturing,Female,Divorced,1,N/A,Mail Check,Yes
5871,44,19,Yes,$33.96 ,40,Salary,41516.8,90,Research,Female,Single,5,N/A,Mail_Check,Yes
5872,50,13,No,$56.05 ,40,Salary,116584,84,Research,Female,Divorced,N/A,6,Mail Check,Yes
5873,58,18,No,$33.99 ,40,Salary,41579.2,-3,Human Resources,Female,Divorced,8,24,Mail Check,N/A
5874,35,1,No,$27.12 ,40,Salary,56409.6,37,Sales,Male,Married,1,10,Mailed Check,Yes
5875,33,5,Yes,$22.99 ,40,Salary,47833.2,89,Manufacturing,Female,Divorced,1,7,Mailed Check,Yes
5876,51,7,Yes,$86.38 ,40,Salary,179670.4,-3,Laboratory,Male,Divorced,4,10,Mailed Check,Yes
5877,56,14,Yes,$94.91 ,40,Salary,337412.8,77,Research,Female,Single,1,21,Mailed Check,N/A
5878,54,20,No,$61.06 ,40,Salary,127004.8,-2,Human Resources,Male,Single,2,23,Mail Check,N/A
5879,51,11,Yes,$75.47 ,40,Salary,156977.6,91,Sales,Male,Divorced,3,25,Mail Check,Yes
5880,41,5,No,$33.50 ,40,Salary,69680,43,Information Technology,Male,Divorced,8,7,Mailed Check,N/A
5881,47,10,No,$37.37 ,40,Salary,77729.6,4,Healthcare,Male,Married,4,8,Mail Check,Yes
5882,41,8,No,$56.48 ,40,Salary,117478.4,-12,Manufacturing,Male,Divorced,7,24,Mail Check,Yes
5883,61,13,No,$41.10 ,40,Salary,85488,47,Sales,Female,Single,9,5,Mail Check,Yes
5884,33,3,No,$28.03 ,40,Salary,58302.4,35,Sales,Female,Single,4,25,Mailed Check,Yes
5885,46,10,No,$92.86 ,40,Salary,333148.8,64,Marketing,Female,Single,7,19,Mail Check,N/A
5886,46,19,Yes,$83.88 ,40,Salary,174470.4,65,Sales,Male,Divorced,3,22,Mail Check,Yes
5887,40,8,No,$64.41 ,40,Salary,133972.8,31,Marketing,Female,Divorced,7,11,Mail Check,Yes
5888,59,10,Yes,$36.99 ,40,Salary,76939.2,92,Marketing,Male,Divorced,7,14,Mail Check,Yes
5889,48,20,Yes,$95.76 ,40,Salary,339280.8,95,Information Technology,Female,Divorced,5,N/A,Mail Check,Yes
5890,61,20,No,$76.54 ,40,Salary,159203.2,53,Healthcare,Male,Married,6,17,Mail Check,Yes
5891,37,4,Yes,$89.80 ,40,Salary,286784,3,Manufacturing,Male,Divorced,5,19,DirectDeposit,Yes
5892,42,4,Yes,$59.56 ,40,Salary,123884.8,76,Research,Male,Married,1,19,Mailed Check,Yes
5893,57,16,Yes,$58.73 ,40,Salary,122158.4,53,Sales,Male,Married,1,23,DirectDeposit,Yes
5894,35,1,Yes,$30.21 ,40,Salary,62836.8,41,Marketing,Male,Divorced,2,21,Mail Check,N/A
5895,50,7,Yes,$87.52 ,40,Salary,282041.6,35,Healthcare,Male,Single,8,20,Mail Check,N/A
5896,30,4,Yes,$28.83 ,40,Salary,59966.4,84,Laboratory,Female,Single,2,15,Direct_Deposit,Yes
5897,52,8,Yes,$67.06 ,40,Salary,139484.8,59,Sales,Female,Married,9,11,Mail Check,Yes
5898,59,19,No,$70.72 ,40,Salary,147097.6,35,Human Resources,Female,Single,2,16,Mail Check,N/A
5899,30,7,No,$27.56 ,40,Salary,57324.8,45,Healthcare,Female,Divorced,3,8,Mail_Check,N/A
5900,52,15,Yes,$38.30 ,40,Salary,79664,-4,Laboratory,Male,Divorced,9,N/A,Mail Check,Yes
5901,37,7,No,$72.52 ,40,Salary,150841.6,78,Healthcare,Male,Divorced,5,19,DirectDeposit,Yes
5902,50,20,Yes,$89.52 ,40,Salary,286201.6,61,Marketing,Male,Divorced,4,19,Mailed Check,Yes
5903,58,17,No,$73.94 ,40,Salary,153795.2,96,Manufacturing,Female,Married,5,8,Mailed Check,Yes
5904,36,9,No,$28.28 ,40,Salary,58822.4,-4,Manufacturing,Female,Single,4,8,Direct_Deposit,Yes
5905,56,10,Yes,$37.47 ,40,Salary,77937.6,2,Research,Male,Divorced,5,6,Direct_Deposit,Yes
5906,33,4,Yes,$24.07 ,40,Salary,50065.6,26,Marketing,Female,Single,3,23,Mail_Check,Yes
5907,54,19,No,$90.81 ,40,Salary,288884.8,7,Manufacturing,Female,Single,N/A,N/A,Mail Check,N/A
5908,60,10,Yes,$73.37 ,40,Salary,152609.6,88,Marketing,Female,Married,6,12,Mail Check,Yes
5909,38,1,Yes,$84.57 ,40,Salary,175905.6,97,Manufacturing,Female,Married,5,15,Mail Check,Yes
5910,22,1,Yes,$17.60 ,40,Salary,36608,64,Laboratory,Male,Single,3,N/A,Mailed Check,Yes
5911,41,2,No,$94.58 ,40,Salary,336726.4,55,Laboratory,Prefer Not to Answer,Single,2,N/A,Mail Check,N/A
5912,40,7,No,$30.10 ,40,Salary,62608,-13,Human Resources,Female,Divorced,N/A,5,Mail Check,Yes
5913,36,1,Yes,$27.58 ,40,Salary,57366.4,45,Human Resources,Male,Single,6,9,Mail Check,Yes
5914,31,8,No,$28.26 ,40,Salary,37980.8,59,Human Resources,Female,Single,2,22,Mailed Check,Yes
5915,33,7,Yes,$26.41 ,40,Salary,54932.8,9,Manufacturing,Male,Single,1,15,Mail Check,Yes
5916,30,7,Yes,$30.39 ,40,Salary,63211.2,58,Sales,Male,Divorced,3,19,Mail Check,N/A
5917,53,7,Yes,$84.99 ,40,Salary,176779.2,65,Sales,Male,Single,3,11,Mailed Check,N/A
5918,45,5,No,$91.16 ,40,Salary,289612.8,31,Research,Female,Single,7,8,Mailed Check,N/A
5919,42,7,No,$91.46 ,40,Salary,330236.8,-5,Marketing,Female,Single,9,N/A,DirectDeposit,N/A
5920,37,6,Yes,$74.46 ,40,Salary,154876.8,40,Laboratory,Female,Divorced,2,15,Mail Check,Yes
5921,35,8,No,$30.63 ,40,Salary,63710.4,7,Research,Female,Single,3,17,Direct Deposit,Yes
5922,39,10,No,$80.32 ,40,Salary,167065.6,55,Research,Female,Divorced,6,14,Mailed Check,Yes
5923,21,1,Yes,$20.91 ,40,Salary,43492.8,46,Marketing,Female,Single,1,N/A,Mail_Check,Yes
5924,48,18,No,$85.50 ,40,Salary,177840,-1,Sales,Male,Single,6,16,Mailed Check,N/A
5925,46,6,No,$97.45 ,40,Salary,202696,63,Information Technology,Male,Single,2,23,Mailed Check,No
5926,55,17,Yes,$89.15 ,40,Salary,285432,4,Healthcare,Male,Married,4,N/A,Mail Check,Yes
5927,61,19,No,$93.15 ,40,Salary,333752,-11,Research,Female,Single,1,10,DirectDeposit,N/A
5928,59,9,No,$52.53 ,40,Salary,109262.4,87,Marketing,Female,Single,5,25,Mail Check,N/A
5929,46,14,Yes,$64.94 ,40,Salary,135075.2,65,Laboratory,Female,Single,2,18,Mailed Check,N/A
5930,38,2,No,$77.14 ,40,Salary,160451.2,47,Sales,Female,Married,3,22,DirectDeposit,Yes
5931,36,2,No,$68.48 ,40,Salary,142438.4,91,Laboratory,Female,Divorced,6,N/A,Mail Check,Yes
5932,54,5,No,$53.23 ,40,Salary,110728.4,-6,Research,Male,Married,3,9,Mailed Check,Yes
5933,56,14,Yes,$85.49 ,40,Salary,177833.2,11,Manufacturing,Female,Married,1,25,Mail Check,Yes
5934,32,8,No,$28.42 ,40,Salary,38313.6,27,Laboratory,Male,Married,1,10,Mailed Check,N/A
5935,42,1,No,$75.28 ,40,Salary,156374.4,79,Marketing,Female,Married,4,16,Mail Check,Yes
5936,36,2,Yes,$59.57 ,40,Salary,123905.6,6,Manufacturing,Male,Divorced,1,7,Mailed Check,Yes
5937,38,1,Yes,$65.60 ,40,Salary,136448,97,Research,Female,Divorced,3,N/A,Mail Check,Yes
5938,48,9,No,$42.98 ,40,Salary,89398.4,4,Sales,Male,Single,7,11,Mail Check,Yes
5939,49,18,Yes,$60.78 ,40,Salary,126422.4,79,Manufacturing,Male,Single,1,23,Mail Check,N/A
5940,25,3,Yes,$22.33 ,40,Salary,46446.4,49,Marketing,Female,Married,3,22,Direct Deposit,N/A
5941,49,15,No,$93.98 ,40,Salary,335478.4,82,Laboratory,Female,Married,1,22,Mailed Check,Yes
5942,59,11,No,$35.57 ,40,Salary,73985.6,42,Sales,Female,Single,4,14,Direct_Deposit,Yes
5943,53,15,No,$34.80 ,40,Salary,72384,95,Human Resources,Male,Single,9,N/A,Mail Check,Yes
5944,36,3,Yes,$77.72 ,40,Salary,161657.6,93,Healthcare,Male,Divorced,2,16,Mail Check,Yes
5945,41,8,Yes,$53.11 ,40,Salary,110468.8,-2,Research,Female,Single,2,10,Mail Check,N/A
5946,39,6,Yes,$64.95 ,40,Salary,135096,52,Research,Male,Married,2,22,Mail Check,Yes
5947,33,9,No,$26.66 ,40,Salary,55452.8,-3,Sales,Female,Married,2,14,Mail Check,Yes
5948,44,15,No,$92.60 ,40,Salary,332608,88,Sales,Female,Single,1,N/A,Mailed Check,N/A
5949,48,10,No,$48.04 ,40,Salary,99923.2,66,Manufacturing,Male,Married,8,N/A,Mail Check,Yes
5950,22,1,Yes,$17.34 ,40,Salary,36067.2,44,Manufacturing,Male,Married,3,N/A,DirectDeposit,Yes
5951,45,17,Yes,$59.96 ,40,Salary,124716.8,58,Healthcare,Female,Divorced,7,18,DirectDeposit,Yes
5952,40,3,Yes,$79.04 ,40,Salary,164403.2,73,Marketing,Female,Single,9,5,Mail Check,N/A
5953,47,9,Yes,$34.36 ,40,Salary,71468.8,13,Human Resources,Female,Married,2,15,Direct_Deposit,Yes
5954,22,1,Yes,$22.12 ,40,Salary,46009.6,99,Healthcare,Male,Single,2,21,DirectDeposit,Yes
5955,57,12,Yes,$63.89 ,40,Salary,132891.2,55,Manufacturing,Male,Divorced,6,25,DirectDeposit,Yes
5956,53,7,Yes,$79.72 ,40,Salary,165817.6,43,Sales,Female,Single,7,7,Mailed Check,N/A
5957,55,11,Yes,$75.56 ,40,Salary,157164.8,34,Sales,Female,Single,1,25,Mail Check,N/A
5958,56,16,Yes,$80.81 ,40,Salary,168084.8,71,Manufacturing,Female,Married,7,11,Mailed Check,Yes
5959,48,13,Yes,$34.28 ,40,Salary,71302.4,81,Manufacturing,Female,Married,1,9,Mailed Check,Yes
5960,37,4,Yes,$30.37 ,40,Salary,63169.6,74,Manufacturing,Male,Single,2,9,Direct Deposit,Yes
5961,55,10,No,$32.98 ,40,Salary,68598.4,44,Research,Male,Single,3,N/A,Mail Check,Yes
5962,55,10,No,$87.57 ,40,Salary,282145.6,31,Laboratory,Male,Married,9,15,Mail Check,Yes
5963,47,11,Yes,$42.79 ,40,Salary,89003.2,22,Research,Female,Married,4,7,Mail Check,Yes
5964,56,8,No,$40.24 ,40,Salary,83699.2,13,Research,Male,Married,1,22,Mail Check,Yes
5965,42,7,No,$76.68 ,40,Salary,159494.4,42,Information Technology,Female,Divorced,7,5,DirectDeposit,Yes
5966,24,1,Yes,$20.39 ,40,Salary,42411.2,1,Human Resources,Male,Married,2,25,Mailed Check,N/A
5967,54,10,No,$76.68 ,40,Salary,159494.4,2,Research,Female,Married,9,19,DirectDeposit,Yes
5968,37,2,No,$52.97 ,40,Salary,110177.6,52,Marketing,Female,Single,6,7,Mail Check,N/A
5969,21,1,Yes,$20.29 ,40,Salary,42203.2,70,Sales,Male,Single,3,23,Mail_Check,N/A
5970,32,9,Yes,$23.47 ,40,Salary,48817.6,3,Sales,Male,Divorced,1,N/A,Mail_Check,N/A
5971,39,2,Yes,$28.23 ,40,Salary,58728.4,44,Laboratory,Male,Divorced,8,8,Mail Check,Yes
5972,61,19,Yes,$34.39 ,40,Salary,71531.2,64,Human Resources,Male,Single,8,21,Mail Check,Yes
5973,22,1,Yes,$22.46 ,40,Salary,46716.8,34,Sales,Male,Married,1,10,Mail Check,Yes
5974,52,8,Yes,$82.09 ,40,Salary,170747.2,30,Laboratory,Female,Divorced,1,8,DirectDeposit,Yes
5975,33,10,Yes,$29.68 ,40,Salary,61734.4,-5,Human Resources,Female,Divorced,1,17,Mail Check,Yes
5976,61,12,No,$96.11 ,40,Salary,339908.8,31,Laboratory,Female,Single,1,18,Mail Check,N/A
5977,36,10,Yes,$31.05 ,40,Salary,64584,61,Research,Female,Divorced,2,16,Mail Check,N/A
5978,37,7,Yes,$34.93 ,40,Salary,72654.4,0,Information Technology,Female,Divorced,5,13,Mail Check,Yes
5979,61,20,Yes,$44.55 ,40,Salary,92664,52,Research,Female,Single,2,19,Mail Check,N/A
5980,40,5,No,$62.95 ,40,Salary,130936,30,Marketing,Male,Married,1,14,Mail Check,Yes
5981,61,9,Yes,$95.72 ,40,Salary,339097.6,66,Research,Female,Married,6,8,DirectDeposit,Yes
5982,43,7,No,$55.78 ,40,Salary,116022.4,36,Sales,Male,Divorced,5,17,Mail Check,Yes
5983,48,10,No,$85.49 ,40,Salary,177833.2,25,Laboratory,Male,Divorced,1,11,Mail Check,Yes
5984,59,5,Yes,$90.97 ,40,Salary,289217.6,10,Marketing,Female,Divorced,N/A,9,Mail Check,Yes
5985,37,10,No,$28.45 ,40,Salary,59176,3,Marketing,Female,Divorced,5,N/A,Direct_Deposit,Yes
5986,39,5,No,$30.96 ,40,Salary,64396.8,20,Sales,Male,Divorced,9,18,Mail Check,N/A
5987,47,10,No,$35.84 ,40,Salary,74547.2,61,Research,Female,Married,1,16,Direct_Deposit,Yes
5988,27,1,Yes,$20.62 ,40,Salary,42889.6,0,Information Technology,Male,Single,2,N/A,Mailed Check,Yes
5989,31,4,Yes,$29.33 ,40,Salary,62392,7,Manufacturing,Male,Single,1,7,Direct Deposit,Yes
5990,59,14,Yes,$61.03 ,40,Salary,126942.4,74,Sales,Male,Married,3,23,Mail Check,Yes
5991,39,8,Yes,$40.79 ,40,Salary,84843.2,8,Research,Male,Married,1,20,Mail Check,Yes
5992,38,2,No,$30.42 ,40,Salary,63273.6,35,Research,Male,Married,5,8,Mail Check,Yes
5993,35,4,No,$29.98 ,40,Salary,62358.4,54,Healthcare,Male,Divorced,5,N/A,Mail Check,Yes
5994,45,17,Yes,$34.43 ,40,Salary,71614.4,89,Human Resources,Male,Single,1,5,Mail Check,Yes
5995,50,16,No,$65.60 ,40,Salary,136448,11,Marketing,Female,Divorced,7,7,Mailed Check,Yes
5996,39,3,No,$31.84 ,40,Salary,66227.2,21,Research,Male,Single,6,10,Mail Check,Yes
5997,48,15,No,$76.45 ,40,Salary,159016,45,Marketing,Female,Single,2,18,Mailed Check,N/A
5998,38,2,No,$59.21 ,40,Salary,123156.8,-2,Information Technology,Male,Divorced,2,N/A,Mail Check,Yes
5999,32,5,No,$29.53 ,40,Salary,61422.4,61,Research,Female,Single,1,25,Mail Check,Yes
6000,46,19,Yes,$40.31 ,40,Salary,83844.8,-4,Information Technology,Female,Single,2,15,Mail Check,Yes
6001,61,20,No,$90.03 ,40,Salary,287262.4,27,Research,Female,Single,4,19,Mail Check,N/A
6002,42,7,No,$61.69 ,40,Salary,128315.2,10,Sales,Male,Single,9,N/A,Mail Check,N/A
6003,43,11,No,$75.83 ,40,Salary,157726.4,78,Information Technology,Prefer Not to Answer,Married,3,6,Mailed Check,Yes
6004,58,19,No,$31.78 ,40,Salary,66102.4,93,Human Resources,Female,Divorced,2,5,Mail Check,N/A
6005,61,16,Yes,$31.99 ,40,Salary,66539.2,35,Marketing,Female,Married,1,23,Mail Check,Yes
6006,61,18,No,$78.48 ,40,Salary,163238.4,23,Healthcare,Female,Single,7,13,Mailed Check,N/A
6007,32,6,No,$25.33 ,40,Salary,52395.2,34,Information Technology,Female,Single,1,10,Mail Check,Yes
6008,41,10,Yes,$79.58 ,40,Salary,165526.4,-13,Sales,Female,Married,9,5,Mail Check,Yes
6009,45,20,No,$78.92 ,40,Salary,164153.6,78,Sales,Female,Married,4,22,Mail Check,Yes
6010,61,20,No,$82.16 ,40,Salary,170892.8,-7,Human Resources,Female,Single,1,21,Mail Check,N/A
6011,53,6,Yes,$85.83 ,40,Salary,178526.4,74,Marketing,Female,Divorced,8,21,Mail Check,Yes
6012,49,13,No,$97.76 ,40,Salary,203340.8,67,Information Technology,Female,Single,N/A,5,Mailed Check,No
6013,36,2,No,$82.82 ,40,Salary,172265.6,97,Sales,Female,Divorced,6,25,Mailed Check,Yes
6014,57,10,Yes,$55.17 ,40,Salary,114753.6,10,Research,Female,Divorced,6,19,Mail Check,Yes
6015,40,5,No,$29.22 ,40,Salary,60777.6,42,Healthcare,Male,Divorced,7,N/A,Mailed Check,N/A
6016,61,16,No,$58.77 ,40,Salary,122241.6,59,Manufacturing,Female,Divorced,2,N/A,Mailed Check,Yes
6017,50,12,No,$50.84 ,40,Salary,105747.2,48,Sales,Male,Single,1,20,Mail Check,N/A
6018,56,5,No,$97.96 ,40,Salary,203756.8,67,Research,Female,Divorced,1,20,Mail Check,Yes
6019,53,6,No,$58.66 ,40,Salary,122012.8,10,Manufacturing,Male,Divorced,4,20,Mail Check,Yes
6020,49,7,No,$62.67 ,40,Salary,130353.6,31,Research,Female,Single,7,16,Mailed Check,N/A
6021,48,13,No,$94.33 ,40,Salary,335915.2,27,Healthcare,Male,Single,1,12,Mail Check,N/A
6022,36,8,No,$79.93 ,40,Salary,166254.4,57,Research,Female,Divorced,5,11,Mail Check,Yes
6023,35,5,Yes,$29.35 ,40,Salary,61048,44,Human Resources,Male,Divorced,3,15,Mail Check,Yes
6024,47,5,No,$34.63 ,40,Salary,72030.4,1,Manufacturing,Male,Married,4,23,Direct_Deposit,Yes
6025,33,10,Yes,$29.10 ,40,Salary,56651.2,-1,Sales,Male,Single,4,6,Mail Check,Yes
6026,56,18,No,$47.35 ,40,Salary,98488,33,Laboratory,Female,Single,6,22,Mail Check,N/A
6027,39,4,Yes,$54.48 ,40,Salary,113328.4,20,Research,Male,Divorced,1,N/A,Mail Check,Yes
6028,39,3,No,$48.38 ,40,Salary,100630.4,25,Sales,Female,Divorced,N/A,N/A,Mail Check,Yes
6029,45,14,Yes,$33.76 ,40,Salary,41100.8,-5,Human Resources,Male,Divorced,9,16,Direct_Deposit,N/A
6030,51,15,No,$89.51 ,40,Salary,286280.8,23,Laboratory,Male,Single,7,12,Mailed Check,N/A
6031,49,20,No,$39.45 ,40,Salary,82056,10,Research,Female,Married,6,7,Mailed Check,Yes
6032,31,7,No,$25.00 ,40,Salary,52000,91,Marketing,Female,Single,3,6,Mail_Check,Yes
6033,57,13,Yes,$67.98 ,40,Salary,141398.4,16,Manufacturing,Male,Married,7,20,Mail Check,Yes
6034,49,9,No,$33.98 ,40,Salary,41558.4,10,Manufacturing,Female,Divorced,5,15,Mailed Check,N/A
6035,29,3,No,$24.42 ,40,Salary,50793.6,-4,Healthcare,Female,Married,2,7,Mailed Check,Yes
6036,30,3,Yes,$24.72 ,40,Salary,51417.6,38,Research,Female,Divorced,1,N/A,Mailed Check,Yes
6037,57,8,No,$31.31 ,40,Salary,65124.8,46,Laboratory,Male,Married,1,5,Direct_Deposit,Yes
6038,22,1,Yes,$20.05 ,40,Salary,41704,78,Marketing,Female,Married,3,15,Mail Check,Yes
6039,50,11,Yes,$33.60 ,40,Salary,40768,85,Manufacturing,Female,Married,7,10,Mailed Check,N/A
6040,39,10,Yes,$54.68 ,40,Salary,113734.4,92,Manufacturing,Male,Married,3,N/A,Direct_Deposit,Yes
6041,45,15,No,$62.09 ,40,Salary,129147.2,70,Sales,Male,Single,N/A,10,Mail Check,N/A
6042,45,13,Yes,$75.16 ,40,Salary,156332.8,25,Healthcare,Female,Married,8,24,DirectDeposit,Yes
6043,53,18,No,$90.33 ,40,Salary,287595.2,12,Human Resources,Male,Single,3,23,DirectDeposit,N/A
6044,47,9,Yes,$35.12 ,40,Salary,73049.6,78,Information Technology,Male,Single,9,19,Mail Check,Yes
6045,34,2,Yes,$23.41 ,40,Salary,48692.8,33,Sales,Male,Single,6,18,Mail_Check,Yes
6046,42,3,Yes,$78.33 ,40,Salary,162926.4,91,Laboratory,Male,Married,9,N/A,Mailed Check,Yes
6047,34,4,No,$28.02 ,40,Salary,37481.6,15,Human Resources,Male,Married,3,7,DirectDeposit,N/A
6048,39,6,No,$67.70 ,40,Salary,140816,57,Research,Prefer Not to Answer,Single,6,N/A,Mailed Check,N/A
6049,58,12,No,$39.28 ,40,Salary,81494.4,62,Human Resources,Female,Single,8,N/A,Mail Check,Yes
6050,25,3,No,$21.01 ,40,Salary,43700.8,14,Marketing,Female,Single,3,N/A,Mail_Check,N/A
6051,49,7,Yes,$68.65 ,40,Salary,142792,9,Laboratory,Female,Single,2,N/A,Mailed Check,N/A
6052,37,1,No,$88.52 ,40,Salary,284121.6,51,Sales,Female,Married,3,16,Mail Check,Yes
6053,51,20,No,$91.13 ,40,Salary,289550.4,67,Laboratory,Female,Divorced,2,14,Mail Check,Yes
6054,48,13,Yes,$40.26 ,40,Salary,83740.8,-11,Research,Female,Divorced,7,18,Direct_Deposit,Yes
6055,52,13,No,$36.17 ,40,Salary,75233.6,36,Research,Male,Divorced,3,19,Mail Check,Yes
6056,39,4,No,$29.45 ,40,Salary,61256,16,Sales,Female,Married,7,17,Mailed Check,Yes
6057,38,4,No,$43.44 ,40,Salary,90355.2,49,Manufacturing,Female,Single,2,10,Mail Check,Yes
6058,39,6,No,$29.43 ,40,Salary,61214.4,49,Research,Female,Divorced,2,22,Direct_Deposit,Yes
6059,59,15,Yes,$43.03 ,40,Salary,89502.4,38,Human Resources,Male,Divorced,3,11,Mail Check,Yes
6060,29,2,Yes,$23.55 ,40,Salary,48984,58,Information Technology,Male,Married,1,12,Mailed Check,N/A
6061,58,18,No,$84.50 ,40,Salary,175760,-12,Manufacturing,Female,Married,8,N/A,DirectDeposit,Yes
6062,45,20,No,$86.55 ,40,Salary,280024,37,Marketing,Male,Single,5,13,Mail Check,N/A
6063,41,9,Yes,$90.61 ,40,Salary,288468.8,86,Sales,Female,Married,6,19,Mail Check,Yes
6064,31,9,No,$26.97 ,40,Salary,56097.6,91,Research,Male,Married,1,19,Mailed Check,Yes
6065,50,5,No,$43.07 ,40,Salary,89585.6,96,Laboratory,Female,Single,2,16,Direct_Deposit,Yes
6066,51,18,Yes,$76.98 ,40,Salary,160128.4,28,Human Resources,Male,Single,8,13,DirectDeposit,N/A
6067,59,6,Yes,$84.06 ,40,Salary,174844.8,1,Sales,Female,Divorced,N/A,8,DirectDeposit,Yes
6068,23,1,Yes,$21.35 ,40,Salary,44408,41,Marketing,Female,Married,2,11,Mail_Check,N/A
6069,33,2,Yes,$28.26 ,40,Salary,58780.8,91,Healthcare,Female,Divorced,2,N/A,Mail_Check,N/A
6070,59,11,No,$96.86 ,40,Salary,201468.8,91,Research,Female,Divorced,6,23,Mail Check,Yes
6071,60,14,Yes,$32.09 ,40,Salary,-11452.8,79,Marketing,Male,Single,7,6,Direct_Deposit,Yes
6072,54,9,Yes,$75.70 ,40,Salary,157456,95,Manufacturing,Male,Married,8,16,Mail Check,Yes
6073,39,10,Yes,$49.48 ,40,Salary,102928.4,67,Sales,Male,Married,2,13,Mail Check,Yes
6074,45,12,No,$41.94 ,40,Salary,87235.2,44,Sales,Male,Single,1,7,Mailed Check,Yes
6075,50,16,No,$94.57 ,40,Salary,336705.6,2,Healthcare,Male,Single,N/A,22,DirectDeposit,N/A
6076,22,1,Yes,$21.13 ,40,Salary,2950.4,86,Research,Male,Single,3,14,Mail Check,Yes
6077,47,10,No,$87.25 ,40,Salary,281480,11,Healthcare,Female,Single,5,12,Mail Check,N/A
6078,35,9,No,$29.86 ,40,Salary,62108.8,52,Laboratory,Female,Married,2,19,Mail Check,Yes
6079,48,15,No,$91.55 ,40,Salary,330424,79,Manufacturing,Female,Single,8,9,Mail Check,N/A
6080,48,14,No,$31.30 ,40,Salary,65104,63,Research,Male,Married,6,6,Mail Check,Yes
6081,60,11,Yes,$42.55 ,40,Salary,88504,6,Information Technology,Female,Married,8,25,Mailed Check,Yes
6082,51,7,No,$80.51 ,40,Salary,167460.8,34,Human Resources,Female,Divorced,4,22,DirectDeposit,Yes
6083,36,4,Yes,$83.38 ,40,Salary,173430.4,-5,Information Technology,Male,Divorced,6,23,DirectDeposit,Yes
